YearStart,LocationAbbr,StratificationCategory1,Stratification1,Data_Value
2016,NV,Income,"Less than $15,000",28.1
2016,NV,Education,Less than high school,26.6
2016,NV,Sex,Male,25.8
2016,NV,Race/Ethnicity,Non-Hispanic Black,27.7
2016,NV,Race/Ethnicity,Non-Hispanic White,26.4
2016,NV,Race/Ethnicity,Other,17.2
2016,NV,Education,Some college or technical school,25.5
2016,NV,Total,Total,25.8
2016,NH,Income,"$15,000 - $24,999",32.0
2016,NH,Income,"$25,000 - $34,999",29.1
2016,NH,Income,"$35,000 - $49,999",31.4
2016,NH,Income,"$50,000 - $74,999",27.1
2016,NH,Income,"$75,000 or greater",23.4
2016,NH,Age (years),18 - 24,13.7
2016,NH,Race/Ethnicity,2 or more races,32.9
2016,NH,Age (years),25 - 34,29.9
2016,NH,Age (years),35 - 44,26.1
2016,NH,Age (years),45 - 54,30.8
2016,NH,Age (years),55 - 64,29.1
2016,NH,Age (years),65 or older,26.5
2016,NH,Race/Ethnicity,Asian,11.2
2016,NH,Education,College graduate,22.8
2016,NH,Income,Data not reported,23.8
2016,NH,Sex,Female,26.5
2016,NH,Education,High school graduate,28.7
2016,NH,Race/Ethnicity,Hispanic,15.8
2016,NH,Income,"Less than $15,000",31.1
2016,NH,Education,Less than high school,33.5
2016,NH,Sex,Male,26.6
2016,NH,Race/Ethnicity,Non-Hispanic White,27.2
2016,NH,Education,Some college or technical school,26.7
2016,NH,Total,Total,26.6
2016,NJ,Income,"$15,000 - $24,999",31.7
2016,NJ,Income,"$25,000 - $34,999",34.6
2016,NJ,Income,"$35,000 - $49,999",30.8
2016,NJ,Income,"$50,000 - $74,999",28.6
2016,NJ,Income,"$75,000 or greater",24.2
2016,NJ,Age (years),18 - 24,14.2
2016,NJ,Race/Ethnicity,2 or more races,23.3
2016,NJ,Age (years),25 - 34,25.0
2016,NJ,Age (years),35 - 44,26.1
2016,NJ,Age (years),45 - 54,32.0
2016,NJ,Age (years),55 - 64,33.9
2016,NJ,Age (years),65 or older,28.0
2016,NJ,Race/Ethnicity,Asian,8.3
2016,NJ,Education,College graduate,20.2
2016,NJ,Income,Data not reported,21.0
2016,NJ,Sex,Female,25.6
2016,NJ,Education,High school graduate,29.2
2016,NJ,Race/Ethnicity,Hispanic,36.7
2016,NJ,Income,"Less than $15,000",39.6
2016,NJ,Education,Less than high school,41.5
2016,NJ,Sex,Male,29.1
2016,NJ,Race/Ethnicity,Non-Hispanic Black,37.5
2016,NJ,Race/Ethnicity,Non-Hispanic White,25.5
2016,NJ,Education,Some college or technical school,28.5
2016,NJ,Total,Total,27.4
2016,NM,Income,"$15,000 - $24,999",27.7
2016,NM,Income,"$25,000 - $34,999",30.1
2016,NM,Income,"$35,000 - $49,999",29.4
2016,NM,Income,"$50,000 - $74,999",27.6
2016,NM,Income,"$75,000 or greater",25.9
2016,NM,Age (years),18 - 24,17.6
2016,NM,Race/Ethnicity,2 or more races,38.3
2016,NM,Age (years),25 - 34,31.7
2016,NM,Age (years),35 - 44,33.6
2016,NM,Age (years),45 - 54,33.0
2016,NM,Age (years),55 - 64,29.8
2016,NM,Age (years),65 or older,24.0
2016,NM,Race/Ethnicity,American Indian/Alaska Native,37.5
2016,NM,Education,College graduate,22.4
2016,NM,Income,Data not reported,27.3
2016,NM,Sex,Female,27.6
2016,NM,Education,High school graduate,27.7
2016,NM,Race/Ethnicity,Hispanic,29.8
2016,NM,Income,"Less than $15,000",32.7
2016,NM,Education,Less than high school,32.4
2016,NM,Sex,Male,29.1
2016,NM,Race/Ethnicity,Non-Hispanic Black,25.5
2016,NM,Race/Ethnicity,Non-Hispanic White,25.2
2016,NM,Education,Some college or technical school,31.0
2016,NM,Total,Total,28.3
2016,NY,Income,"$15,000 - $24,999",30.3
2016,NY,Income,"$25,000 - $34,999",25.9
2016,NY,Income,"$35,000 - $49,999",29.7
2016,NY,Income,"$50,000 - $74,999",27.5
2016,NY,Income,"$75,000 or greater",20.9
2016,NY,Age (years),18 - 24,12.7
2016,NY,Race/Ethnicity,2 or more races,29.8
2016,NY,Age (years),25 - 34,22.4
2016,NY,Age (years),35 - 44,27.7
2016,NY,Age (years),45 - 54,31.6
2016,NY,Age (years),55 - 64,31.1
2016,NY,Age (years),65 or older,24.6
2016,NY,Race/Ethnicity,American Indian/Alaska Native,25.2
2016,NY,Race/Ethnicity,Asian,9.9
2016,NY,Education,College graduate,18.5
2016,NY,Income,Data not reported,21.8
2016,NY,Sex,Female,25.2
2016,NY,Race/Ethnicity,Hawaiian/Pacific Islander,25.3
2016,NY,Education,High school graduate,30.3
2016,NY,Race/Ethnicity,Hispanic,29.8
2016,NY,Income,"Less than $15,000",30.7
2016,NY,Education,Less than high school,31.9
2016,NY,Sex,Male,25.9
2016,NY,Race/Ethnicity,Non-Hispanic Black,33.8
2016,NY,Race/Ethnicity,Non-Hispanic White,24.4
2016,NY,Education,Some college or technical school,26.1
2016,NY,Total,Total,25.5
2016,NC,Income,"$15,000 - $24,999",37.5
2016,NC,Income,"$25,000 - $34,999",34.7
2016,NC,Income,"$35,000 - $49,999",32.2
2016,NC,Income,"$50,000 - $74,999",33.4
2016,NC,Income,"$75,000 or greater",27.6
2016,NC,Age (years),18 - 24,17.7
2016,NC,Race/Ethnicity,2 or more races,33.5
2016,NC,Age (years),25 - 34,30.4
2016,NC,Age (years),35 - 44,36.4
2016,NC,Age (years),45 - 54,39.9
2016,NC,Age (years),55 - 64,34.6
2016,NC,Age (years),65 or older,28.6
2016,NC,Race/Ethnicity,American Indian/Alaska Native,39.8
2016,NC,Race/Ethnicity,Asian,8.1
2016,NC,Education,College graduate,25.5
2016,NC,Income,Data not reported,26.5
2016,NC,Sex,Female,33.3
2016,NC,Education,High school graduate,34.5
2016,NC,Race/Ethnicity,Hispanic,31.2
2016,NC,Income,"Less than $15,000",37.0
2016,NC,Education,Less than high school,38.1
2016,NC,Sex,Male,30.3
2016,NC,Race/Ethnicity,Non-Hispanic Black,41.4
2016,NC,Race/Ethnicity,Non-Hispanic White,30.0
2016,NC,Education,Some college or technical school,32.1
2016,NC,Total,Total,31.8
2016,ND,Income,"$15,000 - $24,999",33.7
2016,ND,Income,"$25,000 - $34,999",38.4
2016,ND,Income,"$35,000 - $49,999",35.0
2016,ND,Income,"$50,000 - $74,999",32.5
2016,ND,Income,"$75,000 or greater",30.2
2016,ND,Age (years),18 - 24,17.7
2016,ND,Race/Ethnicity,2 or more races,32.7
2016,ND,Age (years),25 - 34,32.0
2016,ND,Age (years),35 - 44,35.5
2016,ND,Age (years),45 - 54,38.3
2016,ND,Age (years),55 - 64,36.0
2016,ND,Age (years),65 or older,32.1
2016,ND,Race/Ethnicity,American Indian/Alaska Native,46.7
2016,ND,Education,College graduate,28.7
2016,ND,Income,Data not reported,20.7
2016,ND,Sex,Female,31.6
2016,ND,Education,High school graduate,32.5
2016,ND,Race/Ethnicity,Hispanic,40.7
2016,ND,Income,"Less than $15,000",34.9
2016,ND,Education,Less than high school,30.5
2016,ND,Sex,Male,32.2
2016,ND,Race/Ethnicity,Non-Hispanic White,31.8
2016,ND,Education,Some college or technical school,34.0
2016,ND,Total,Total,31.9
2016,OH,Income,"$15,000 - $24,999",34.7
2016,OH,Income,"$25,000 - $34,999",35.4
2016,OH,Income,"$35,000 - $49,999",30.9
2016,OH,Income,"$50,000 - $74,999",34.2
2016,OH,Income,"$75,000 or greater",26.8
2016,OH,Age (years),18 - 24,16.6
2016,OH,Race/Ethnicity,2 or more races,42.8
2016,OH,Age (years),25 - 34,29.7
2016,OH,Age (years),35 - 44,34.6
2016,OH,Age (years),45 - 54,37.5
2016,OH,Age (years),55 - 64,37.2
2016,OH,Age (years),65 or older,29.7
2016,OH,Race/Ethnicity,American Indian/Alaska Native,60.4
2016,OH,Race/Ethnicity,Asian,12.7
2016,OH,Education,College graduate,25.4
2016,OH,Income,Data not reported,26.1
2016,OH,Sex,Female,32.1
2016,OH,Education,High school graduate,33.8
2016,OH,Race/Ethnicity,Hispanic,37.9
2016,OH,Income,"Less than $15,000",38.6
2016,OH,Education,Less than high school,35.6
2016,OH,Sex,Male,30.9
2016,OH,Race/Ethnicity,Non-Hispanic Black,35.8
2016,OH,Race/Ethnicity,Non-Hispanic White,30.8
2016,OH,Education,Some college or technical school,32.0
2016,OH,Total,Total,31.5
2016,OK,Income,"$15,000 - $24,999",35.6
2016,OK,Income,"$25,000 - $34,999",35.5
2016,OK,Income,"$35,000 - $49,999",34.5
2016,OK,Income,"$50,000 - $74,999",33.8
2016,OK,Income,"$75,000 or greater",29.9
2016,OK,Age (years),18 - 24,22.9
2016,OK,Race/Ethnicity,2 or more races,34.6
2016,OK,Age (years),25 - 34,28.9
2016,OK,Age (years),35 - 44,40.2
2016,OK,Age (years),45 - 54,36.3
2016,OK,Age (years),55 - 64,36.3
2016,OK,Age (years),65 or older,30.5
2016,OK,Race/Ethnicity,American Indian/Alaska Native,40.7
2016,OK,Race/Ethnicity,Asian,4.1
2016,OK,Education,College graduate,27.9
2016,OK,Income,Data not reported,29.2
2016,OK,Sex,Female,32.2
2016,OK,Education,High school graduate,31.5
2016,OK,Race/Ethnicity,Hispanic,42.6
2016,OK,Income,"Less than $15,000",34.4
2016,OK,Education,Less than high school,39.3
2016,OK,Sex,Male,33.3
2016,OK,Race/Ethnicity,Non-Hispanic Black,39.5
2016,OK,Race/Ethnicity,Non-Hispanic White,31.0
2016,OK,Education,Some college or technical school,34.6
2016,OK,Total,Total,32.8
2016,OR,Income,"$15,000 - $24,999",32.7
2016,OR,Income,"$25,000 - $34,999",32.0
2016,OR,Income,"$35,000 - $49,999",32.6
2016,OR,Income,"$50,000 - $74,999",26.7
2016,OR,Income,"$75,000 or greater",24.5
2016,OR,Age (years),18 - 24,17.4
2016,OR,Race/Ethnicity,2 or more races,31.9
2016,OR,Age (years),25 - 34,25.7
2016,OR,Age (years),35 - 44,32.2
2016,OR,Age (years),45 - 54,35.4
2016,OR,Age (years),55 - 64,30.9
2016,OR,Age (years),65 or older,27.7
2016,OR,Race/Ethnicity,Asian,6.9
2016,OR,Education,College graduate,20.4
2016,OR,Income,Data not reported,26.1
2016,OR,Sex,Female,28.8
2016,OR,Education,High school graduate,31.2
2016,OR,Race/Ethnicity,Hispanic,35.2
2016,OR,Income,"Less than $15,000",34.9
2016,OR,Education,Less than high school,39.0
2016,OR,Sex,Male,28.7
2016,OR,Race/Ethnicity,Non-Hispanic White,28.7
2016,OR,Education,Some college or technical school,30.8
2016,OR,Total,Total,28.7
2016,PA,Income,"$15,000 - $24,999",35.0
2016,PA,Income,"$25,000 - $34,999",37.2
2016,PA,Income,"$35,000 - $49,999",31.0
2016,PA,Income,"$50,000 - $74,999",33.9
2016,PA,Income,"$75,000 or greater",25.2
2016,PA,Age (years),18 - 24,15.9
2016,PA,Race/Ethnicity,2 or more races,35.0
2016,PA,Age (years),25 - 34,27.3
2016,PA,Age (years),35 - 44,32.9
2016,PA,Age (years),45 - 54,36.7
2016,PA,Age (years),55 - 64,34.2
2016,PA,Age (years),65 or older,30.5
2016,PA,Race/Ethnicity,Asian,5.1
2016,PA,Education,College graduate,21.9
2016,PA,Income,Data not reported,23.0
2016,PA,Sex,Female,29.3
2016,PA,Education,High school graduate,34.7
2016,PA,Race/Ethnicity,Hispanic,36.9
2016,PA,Income,"Less than $15,000",35.4
2016,PA,Education,Less than high school,35.3
2016,PA,Sex,Male,31.3
2016,PA,Race/Ethnicity,Non-Hispanic Black,38.5
2016,PA,Race/Ethnicity,Non-Hispanic White,29.7
2016,PA,Education,Some college or technical school,30.5
2016,PA,Total,Total,30.3
2016,RI,Income,"$15,000 - $24,999",31.9
2016,RI,Income,"$25,000 - $34,999",30.7
2016,RI,Income,"$35,000 - $49,999",28.8
2016,RI,Income,"$50,000 - $74,999",27.0
2016,RI,Income,"$75,000 or greater",22.4
2016,RI,Age (years),18 - 24,13.1
2016,RI,Race/Ethnicity,2 or more races,30.6
2016,RI,Age (years),25 - 34,25.8
2016,RI,Age (years),35 - 44,27.1
2016,RI,Age (years),45 - 54,32.4
2016,RI,Age (years),55 - 64,33.7
2016,RI,Age (years),65 or older,25.2
2016,RI,Race/Ethnicity,Asian,2.5
2016,RI,Education,College graduate,20.1
2016,RI,Income,Data not reported,22.4
2016,RI,Sex,Female,25.3
2016,RI,Education,High school graduate,30.6
2016,RI,Race/Ethnicity,Hispanic,36.1
2016,RI,Income,"Less than $15,000",37.0
2016,RI,Education,Less than high school,37.8
2016,RI,Sex,Male,28.0
2016,RI,Race/Ethnicity,Non-Hispanic Black,28.4
2016,RI,Race/Ethnicity,Non-Hispanic White,25.4
2016,RI,Education,Some college or technical school,24.4
2016,RI,Total,Total,26.6
2016,SC,Income,"$15,000 - $24,999",35.0
2016,SC,Income,"$25,000 - $34,999",37.3
2016,SC,Income,"$35,000 - $49,999",33.4
2016,SC,Income,"$50,000 - $74,999",33.4
2016,SC,Income,"$75,000 or greater",26.9
2016,SC,Age (years),18 - 24,16.9
2016,SC,Race/Ethnicity,2 or more races,31.1
2016,SC,Age (years),25 - 34,31.1
2016,SC,Age (years),35 - 44,38.2
2016,SC,Age (years),45 - 54,41.7
2016,SC,Age (years),55 - 64,34.4
2016,SC,Age (years),65 or older,28.7
2016,SC,Race/Ethnicity,American Indian/Alaska Native,41.9
2016,SC,Race/Ethnicity,Asian,17.7
2016,SC,Education,College graduate,25.7
2016,SC,Income,Data not reported,27.2
2016,SC,Sex,Female,33.5
2016,SC,Education,High school graduate,34.8
2016,SC,Race/Ethnicity,Hispanic,24.3
2016,SC,Income,"Less than $15,000",39.5
2016,SC,Education,Less than high school,34.3
2016,SC,Sex,Male,31.0
2016,SC,Race/Ethnicity,Non-Hispanic Black,41.6
2016,SC,Race/Ethnicity,Non-Hispanic White,29.3
2016,SC,Race/Ethnicity,Other,38.5
2016,SC,Education,Some college or technical school,34.1
2016,SC,Total,Total,32.3
2016,SD,Income,"$15,000 - $24,999",27.9
2016,SD,Income,"$25,000 - $34,999",34.8
2016,SD,Income,"$35,000 - $49,999",31.8
2016,SD,Income,"$50,000 - $74,999",32.3
2016,SD,Income,"$75,000 or greater",31.6
2016,SD,Age (years),18 - 24,15.0
2016,SD,Race/Ethnicity,2 or more races,29.3
2016,SD,Age (years),25 - 34,26.0
2016,SD,Age (years),35 - 44,38.6
2016,SD,Age (years),45 - 54,35.0
2016,SD,Age (years),55 - 64,34.2
2016,SD,Age (years),65 or older,27.3
2016,SD,Race/Ethnicity,American Indian/Alaska Native,39.6
2016,SD,Education,College graduate,28.7
2016,SD,Income,Data not reported,21.4
2016,SD,Sex,Female,26.7
2016,SD,Education,High school graduate,31.3
2016,SD,Race/Ethnicity,Hispanic,31.1
2016,SD,Income,"Less than $15,000",25.4
2016,SD,Education,Less than high school,26.9
2016,SD,Sex,Male,32.3
2016,SD,Race/Ethnicity,Non-Hispanic White,29.5
2016,SD,Education,Some college or technical school,29.5
2016,SD,Total,Total,29.6
2016,TN,Income,"$15,000 - $24,999",37.8
2016,TN,Income,"$25,000 - $34,999",39.4
2016,TN,Income,"$35,000 - $49,999",38.8
2016,TN,Income,"$50,000 - $74,999",34.2
2016,TN,Income,"$75,000 or greater",31.8
2016,TN,Age (years),18 - 24,22.5
2016,TN,Race/Ethnicity,2 or more races,42.6
2016,TN,Age (years),25 - 34,34.8
2016,TN,Age (years),35 - 44,41.3
2016,TN,Age (years),45 - 54,39.3
2016,TN,Age (years),55 - 64,40.7
2016,TN,Age (years),65 or older,28.6
2016,TN,Education,College graduate,28.5
2016,TN,Income,Data not reported,30.4
2016,TN,Sex,Female,33.5
2016,TN,Education,High school graduate,36.7
2016,TN,Race/Ethnicity,Hispanic,39.1
2016,TN,Income,"Less than $15,000",34.0
2016,TN,Education,Less than high school,35.2
2016,TN,Sex,Male,36.2
2016,TN,Race/Ethnicity,Non-Hispanic Black,46.6
2016,TN,Race/Ethnicity,Non-Hispanic White,32.5
2016,TN,Education,Some college or technical school,37.5
2016,TN,Total,Total,34.8
2016,TX,Income,"$15,000 - $24,999",30.9
2016,TX,Income,"$25,000 - $34,999",36.3
2016,TX,Income,"$35,000 - $49,999",36.2
2016,TX,Income,"$50,000 - $74,999",35.5
2016,TX,Income,"$75,000 or greater",30.3
2016,TX,Age (years),18 - 24,23.9
2016,TX,Race/Ethnicity,2 or more races,19.0
2016,TX,Age (years),25 - 34,30.7
2016,TX,Age (years),35 - 44,38.0
2016,TX,Age (years),45 - 54,38.7
2016,TX,Age (years),55 - 64,39.2
2016,TX,Age (years),65 or older,30.0
2016,TX,Race/Ethnicity,American Indian/Alaska Native,32.5
2016,TX,Race/Ethnicity,Asian,7.8
2016,TX,Education,College graduate,24.6
2016,TX,Income,Data not reported,31.1
2016,TX,Sex,Female,34.6
2016,TX,Education,High school graduate,36.8
2016,TX,Race/Ethnicity,Hispanic,37.8
2016,TX,Income,"Less than $15,000",42.9
2016,TX,Education,Less than high school,38.8
2016,TX,Sex,Male,32.8
2016,TX,Race/Ethnicity,Non-Hispanic Black,41.7
2016,TX,Race/Ethnicity,Non-Hispanic White,31.0
2016,TX,Education,Some college or technical school,35.4
2016,TX,Total,Total,33.7
2016,UT,Income,"$15,000 - $24,999",26.1
2016,UT,Income,"$25,000 - $34,999",25.2
2016,UT,Income,"$35,000 - $49,999",30.1
2016,UT,Income,"$50,000 - $74,999",26.6
2016,UT,Income,"$75,000 or greater",23.9
2016,UT,Age (years),18 - 24,8.9
2016,UT,Race/Ethnicity,2 or more races,22.9
2016,UT,Age (years),25 - 34,23.1
2016,UT,Age (years),35 - 44,29.0
2016,UT,Age (years),45 - 54,31.7
2016,UT,Age (years),55 - 64,34.5
2016,UT,Age (years),65 or older,26.8
2016,UT,Race/Ethnicity,American Indian/Alaska Native,32.9
2016,UT,Race/Ethnicity,Asian,9.5
2016,UT,Education,College graduate,23.1
2016,UT,Income,Data not reported,22.8
2016,UT,Sex,Female,25.1
2016,UT,Education,High school graduate,27.5
2016,UT,Race/Ethnicity,Hispanic,28.8
2016,UT,Income,"Less than $15,000",25.3
2016,UT,Education,Less than high school,27.9
2016,UT,Sex,Male,25.6
2016,UT,Race/Ethnicity,Non-Hispanic Black,31.2
2016,UT,Race/Ethnicity,Non-Hispanic White,25.0
2016,UT,Education,Some college or technical school,25.1
2016,UT,Total,Total,25.4
2016,VT,Income,"$15,000 - $24,999",29.5
2016,VT,Income,"$25,000 - $34,999",28.1
2016,VT,Income,"$35,000 - $49,999",26.0
2016,VT,Income,"$50,000 - $74,999",26.6
2016,VT,Income,"$75,000 or greater",24.1
2016,VT,Age (years),18 - 24,18.7
2016,VT,Race/Ethnicity,2 or more races,22.3
2016,VT,Age (years),25 - 34,24.5
2016,VT,Age (years),35 - 44,30.7
2016,VT,Age (years),45 - 54,31.1
2016,VT,Age (years),55 - 64,30.1
2016,VT,Age (years),65 or older,25.9
2016,VT,Race/Ethnicity,American Indian/Alaska Native,47.6
2016,VT,Education,College graduate,19.5
2016,VT,Income,Data not reported,26.5
2016,VT,Sex,Female,26.2
2016,VT,Education,High school graduate,31.9
2016,VT,Race/Ethnicity,Hispanic,27.4
2016,VT,Income,"Less than $15,000",36.9
2016,VT,Education,Less than high school,34.5
2016,VT,Sex,Male,27.9
2016,VT,Race/Ethnicity,Non-Hispanic White,27.2
2016,VT,Race/Ethnicity,Other,20.8
2016,VT,Education,Some college or technical school,28.3
2016,VT,Total,Total,27.1
2016,VA,Income,"$15,000 - $24,999",34.9
2016,VA,Income,"$25,000 - $34,999",31.5
2016,VA,Income,"$35,000 - $49,999",31.7
2016,VA,Income,"$50,000 - $74,999",29.2
2016,VA,Income,"$75,000 or greater",25.1
2016,VA,Age (years),18 - 24,18.2
2016,VA,Race/Ethnicity,2 or more races,36.2
2016,VA,Age (years),25 - 34,25.7
2016,VA,Age (years),35 - 44,29.4
2016,VA,Age (years),45 - 54,36.9
2016,VA,Age (years),55 - 64,33.1
2016,VA,Age (years),65 or older,27.8
2016,VA,Race/Ethnicity,American Indian/Alaska Native,47.8
2016,VA,Race/Ethnicity,Asian,12.6
2016,VA,Education,College graduate,22.0
2016,VA,Income,Data not reported,25.1
2016,VA,Sex,Female,29.5
2016,VA,Education,High school graduate,32.1
2016,VA,Race/Ethnicity,Hispanic,28.0
2016,VA,Income,"Less than $15,000",38.1
2016,VA,Education,Less than high school,34.6
2016,VA,Sex,Male,28.5
2016,VA,Race/Ethnicity,Non-Hispanic Black,40.0
2016,VA,Race/Ethnicity,Non-Hispanic White,27.5
2016,VA,Education,Some college or technical school,31.9
2016,VA,Total,Total,29.0
2016,WA,Income,"$15,000 - $24,999",32.4
2016,WA,Income,"$25,000 - $34,999",33.2
2016,WA,Income,"$35,000 - $49,999",31.2
2016,WA,Income,"$50,000 - $74,999",30.8
2016,WA,Income,"$75,000 or greater",24.9
2016,WA,Age (years),18 - 24,16.4
2016,WA,Race/Ethnicity,2 or more races,33.5
2016,WA,Age (years),25 - 34,27.2
2016,WA,Age (years),35 - 44,32.2
2016,WA,Age (years),45 - 54,32.9
2016,WA,Age (years),55 - 64,31.4
2016,WA,Age (years),65 or older,28.3
2016,WA,Race/Ethnicity,American Indian/Alaska Native,41.9
2016,WA,Race/Ethnicity,Asian,8.1
2016,WA,Education,College graduate,20.2
2016,WA,Income,Data not reported,22.5
2016,WA,Sex,Female,27.7
2016,WA,Education,High school graduate,31.0
2016,WA,Race/Ethnicity,Hispanic,37.7
2016,WA,Income,"Less than $15,000",37.6
2016,WA,Education,Less than high school,34.1
2016,WA,Sex,Male,29.5
2016,WA,Race/Ethnicity,Non-Hispanic Black,36.1
2016,WA,Race/Ethnicity,Non-Hispanic White,29.1
2016,WA,Race/Ethnicity,Other,22.9
2016,WA,Education,Some college or technical school,32.6
2016,WA,Total,Total,28.6
2016,WV,Income,"$15,000 - $24,999",37.9
2016,WV,Income,"$25,000 - $34,999",43.3
2016,WV,Income,"$35,000 - $49,999",40.6
2016,WV,Income,"$50,000 - $74,999",43.2
2016,WV,Income,"$75,000 or greater",33.5
2016,WV,Age (years),18 - 24,26.0
2016,WV,Race/Ethnicity,2 or more races,45.1
2016,WV,Age (years),25 - 34,35.4
2016,WV,Age (years),35 - 44,40.8
2016,WV,Age (years),45 - 54,46.3
2016,WV,Age (years),55 - 64,43.2
2016,WV,Age (years),65 or older,32.4
2016,WV,Education,College graduate,32.3
2016,WV,Income,Data not reported,33.3
2016,WV,Sex,Female,37.4
2016,WV,Education,High school graduate,40.7
2016,WV,Income,"Less than $15,000",36.2
2016,WV,Education,Less than high school,33.9
2016,WV,Sex,Male,37.9
2016,WV,Race/Ethnicity,Non-Hispanic Black,43.9
2016,WV,Race/Ethnicity,Non-Hispanic White,37.6
2016,WV,Education,Some college or technical school,38.8
2016,WV,Total,Total,37.7
2016,WI,Income,"$15,000 - $24,999",33.2
2016,WI,Income,"$25,000 - $34,999",29.9
2016,WI,Income,"$35,000 - $49,999",33.3
2016,WI,Income,"$50,000 - $74,999",33.9
2016,WI,Income,"$75,000 or greater",27.8
2016,WI,Age (years),18 - 24,14.8
2016,WI,Race/Ethnicity,2 or more races,35.4
2016,WI,Age (years),25 - 34,27.1
2016,WI,Age (years),35 - 44,35.5
2016,WI,Age (years),45 - 54,31.3
2016,WI,Age (years),55 - 64,35.9
2016,WI,Age (years),65 or older,34.6
2016,WI,Race/Ethnicity,American Indian/Alaska Native,48.9
2016,WI,Education,College graduate,24.2
2016,WI,Income,Data not reported,28.0
2016,WI,Sex,Female,29.9
2016,WI,Education,High school graduate,32.9
2016,WI,Race/Ethnicity,Hispanic,25.1
2016,WI,Income,"Less than $15,000",31.2
2016,WI,Education,Less than high school,28.8
2016,WI,Sex,Male,31.5
2016,WI,Race/Ethnicity,Non-Hispanic Black,31.4
2016,WI,Race/Ethnicity,Non-Hispanic White,31.6
2016,WI,Education,Some college or technical school,34.3
2016,WI,Total,Total,30.7
2016,WY,Income,"$15,000 - $24,999",33.0
2016,WY,Income,"$25,000 - $34,999",25.0
2016,WY,Income,"$35,000 - $49,999",28.1
2016,WY,Income,"$50,000 - $74,999",31.4
2016,WY,Income,"$75,000 or greater",24.2
2016,WY,Age (years),18 - 24,16.0
2016,WY,Age (years),25 - 34,21.3
2016,WY,Age (years),35 - 44,37.0
2016,WY,Age (years),45 - 54,34.9
2016,WY,Age (years),55 - 64,30.1
2016,WY,Age (years),65 or older,25.8
2016,WY,Education,College graduate,24.2
